departamento,cargo,id_estructura,grupo_ocupacional
DEPARTAMENTO DE AUDITORIAS TECNICAS,AUXILIARADMINISTRATIVO (A),1084,TECNICO
DEPARTAMENTO DE AUDITORIAS TECNICAS,AUXILIARAUDITORIA,1085,PROFESIONAL
DEPARTAMENTO DE REGISTRO DE CONTRATOS,AUXILIARADMINISTRATIVO (A),1086,TECNICO
DEPARTAMENTO DE REGISTRO DE CONTRATOS,ANALISTAFINANCIERO,1087,PROFESIONAL
DEPARTAMENTO DE REGISTRO DE CONTRATOS,ANALISTALEGAL,1088,PROFESIONAL
DEPARTAMENTO FINANCIERO,AUXILIARADMINISTRATIVO (A),1089,TECNICO
DEPTO DE AGROPECUARIA Y MED AMBIENTE,DIR. AUDITORIAAGROPECUARIA Y,1090,PROFESIONAL
DEPTO DE AYUNTAMIENTOS,AUXILIARADMINISTRATIVO (A),1091,TECNICO
DEPTO DE INGENIERIA Y ARQUITECTURA,AUXILIARADMINISTRATIVO (A),1092,TECNICO
DEPTO DE INGENIERIA Y ARQUITECTURA,AUXILIARDE INGENIERO,1093,TECNICO
"DEPTO. DE SERVICIOS PERSONALES CIVILES, MILITARES",AUXILIARADMINISTRATIVO (A),1094,TECNICO
DESPACHO DEL CONTRALOR,AUXILIARADMINISTRATIVO (A),1095,TECNICO
DESPACHO DEL SUB-CONTRALOR,AUXILIARADMINISTRATIVO (A),1096,TECNICO
DIR DE COMUNICACIONES Y REL PUBLICA,AUXILIARADMINISTRATIVO (A),1097,TECNICO
DIR DE DESARROLLO NORMATIVO,AUXILIARADMINISTRATIVO (A),1098,TECNICO
DIRECCION ADMINISTRATIVAFINANCIERA,ANALISTA III,1099,PROFESIONAL
DIRECCION ADMINISTRATIVAFINANCIERA,AUXILIARADMINISTRATIVO (A),1100,TECNICO
DIRECCION ADMINISTRATIVAFINANCIERA,ENCARGADA ADMINISTRATIVA,1101,OPERATIVO
DIRECCION ADMINISTRATIVAFINANCIERA,ENCARGADO (A) COMPRAS,1102,ESTRATEGICO
DIRECCION ADMINISTRATIVAFINANCIERA,ANALISTA COMPRAS,1103,PROFESIONAL
DIRECCION ADMINISTRATIVAFINANCIERA,ENCARGADO DE TRANSPORTACION,1104,ESTRATEGICO
DIRECCION ADMINISTRATIVAFINANCIERA,AUDITOR II,1105,PROFESIONAL
DIRECCION ADMINISTRATIVAFINANCIERA,MENSAJERO EXTERNO,1106,OPERATIVO
DIRECCION ADMINISTRATIVAFINANCIERA,DIRECTORA ADMINISTRATIVA Y FIN,1107,ESTRATEGICO
DIRECCION ADMINISTRATIVAFINANCIERA,MENSAJERO INTERNO,1108,OPERATIVO
DIRECCION DE ANÏ¿½LISIS FINANCIERO,AUXILIARADMINISTRATIVO (A),1109,TECNICO
DIRECCION DE AUDITORIA ESPECIALES EINVESTIGACION,DIRECTOR (A),1110,ESTRATEGICO
DIRECCION DE AUDITORIA ESPECIALES EINVESTIGACION,SUPERVISORA,1111,PROFESIONAL
DIRECCION DE AUDITORIA ESPECIALES EINVESTIGACION,AUDITOR LEGAL,1112,PROFESIONAL
DIRECCION DE AUDITORIA ESPECIALES EINVESTIGACION,CONTADORA,1113,OPERATIVO
DIRECCION DE AUDITORIA ESPECIALES EINVESTIGACION,AUDITOR II,1114,PROFESIONAL
DIRECCION DE AUDITORIA ESPECIALES EINVESTIGACION,AUXILIARADMINISTRATIVO (A),1115,TECNICO
DIRECCION DE AUDITORIA ESPECIALES EINVESTIGACION,AUDITOR III,1116,PROFESIONAL
DIRECCION DE AUDITORIA ESPECIALES EINVESTIGACION,ENCARGADO AUDITORIA,1117,ESTRATEGICO
DIRECCION DE AUDITORIA ESPECIALES EINVESTIGACION,SUPERVISOR (A),1118,PROFESIONAL
DIRECCION DE AUDITORIA ESPECIALES EINVESTIGACION,SOPORTE TECNICO,1119,TECNICO
DIRECCION DE AUDITORIA INTERNA,AUXILIARADMINISTRATIVO (A),1120,TECNICO
DIRECCION DE COMUNICACIONES,AUXILIARADMINISTRATIVO (A),1121,TECNICO
DIRECCION DE PLANIFICACION Y DESARROLLO,AUXILIARADMINISTRATIVO (A),1122,TECNICO
DIRECCION DE RECURSOS HUMANOS,ANALISTARELACIONES LABORALES,1123,PROFESIONAL
DIRECCION DE REVISION Y CONTROL DE CALIDAD,AUXILIARADMINISTRATIVO (A),1124,TECNICO
DIRECCION DE TECNOLOGIA DE LA INFORMACION Y COMUNI,AUXILIARADMINISTRATIVO (A),1125,TECNICO
DIRECCION JURIDICA,ANALISTALEGAL,1126,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,AUXILIARADMINISTRATIVO (A),1127,TECNICO
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,AUXILIARAUDITORIA,1128,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,ANALISTADE SEGUIMIENTO,1129,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,ANALISTAFINANCIERO,1130,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,AUXILIARDE INGENIERO,1131,TECNICO
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,ANALISTA I,1132,PROFESIONAL
DIVI. DE REVISION Y CONTROL DE SOLICITUDES DE PAGO,AUXILIARADMINISTRATIVO (A),1133,TECNICO
DIVISION DE CERITIFICACION DE CARGO,AUXILIARADMINISTRATIVO (A),1134,TECNICO
DIVISION DE COMPRAS Y CONTRATACIONES,ANALISTADE COMPRAS Y CONTRATA,1135,PROFESIONAL
DIVISION DE CORRESPONDENCIA Y ARCHIVO,AUXILIARADMINISTRATIVO (A),1136,TECNICO
DIVISION DE CORRESPONDENCIA Y ARCHIVO,ENCARGADO (A)ARCHIVO,1137,ESTRATEGICO
DIVISION DE DESARROLLO E IMPLEMENTACION DE SISTEMA,ANALISTASISTEMAS INFORMATICOS,1138,PROFESIONAL
DIVISION DE DESARROLLO E IMPLEMENTACION DE SISTEMA,ANALISTASISTEMAS,1139,PROFESIONAL
DIVISION DE ELABORACIONES DE DOCUMENTOS LEGALES,AUXILIARADMINISTRATIVO (A),1140,TECNICO
DIVISION DE ORGANIZACION DEL TRABAJO Y COMPENSACIO,ANALISTADE RECURSOS HUMANOS,1141,PROFESIONAL
"DIVISION DE REGISTRO, CONTROL Y NOMINA",AUXILIARDE RECURSOS HUMANOS,1142,TECNICO
DIVISION DE SERVICIOS GENERALES,AUXILIARADMINISTRATIVO (A),1143,TECNICO
ESCUELA NACIONAL DE CONTROL,AUXILIARADMINISTRATIVO (A),1144,TECNICO
PROYECTO EVALUADOR DE PENS Y JUBIL,AUXILIARADMINISTRATIVO (A),1145,TECNICO
SECCION DE ALMACEN Y SUMINISTROS,AUXILIARADMINISTRATIVO (A),1146,TECNICO
SECCION DE TRANSPORTACION,AUXILIARADMINISTRATIVO (A),1147,TECNICO
UAI - CONTRALORIA GENERAL DE LA REP+B25,AUDITOR II,1148,PROFESIONAL
DEPARTAMENTO DE AUDITORIAS TECNICAS,AUDITOR TECNICOI,1149,PROFESIONAL
DEPARTAMENTO DE AUDITORIAS TECNICAS,AUXILIAR DE AUDITORIA,1150,PROFESIONAL
DEPARTAMENTO DE AUDITORIAS TECNICAS,INGENIEROAUDITOR I,1151,PROFESIONAL
DEPARTAMENTO DE REGISTRO DE CONTRATOS,AUXILIAR ADMINISTRATIVO,1152,TECNICO
DEPARTAMENTO DE REGISTRO DE CONTRATOS,ABGADO,1153,OPERATIVO
DEPARTAMENTO DE REGISTRO DE CONTRATOS,ANALISTA LEGAL - FINANCIERO,1154,PROFESIONAL
DEPARTAMENTO FINANCIERO,AUXILIAR ADMINISTRATIVO,1155,TECNICO
DEPTO DE AGROPECUARIA Y MED AMBIENTE,ENCARGADO (A)UNIDAD DE AUDITORIA INTERNA,1156,ESTRATEGICO
DEPTO DE AGROPECUARIA Y MED AMBIENTE,DIR. AUDITORIA AGROPECUARIA,1157,PROFESIONAL
DEPTO DE AYUNTAMIENTOS,DIRECTOR FINANCIERO,1158,ESTRATEGICO
DEPTO DE AYUNTAMIENTOS,ENCARGADO (A),1159,ESTRATEGICO
DEPTO DE AYUNTAMIENTOS,DIRECTOR (A)ACADEMICO,1160,ESTRATEGICO
DEPTO DE AYUNTAMIENTOS,ANALISTA II,1161,PROFESIONAL
DEPTO DE AYUNTAMIENTOS,ENCARGADO (A)UNIDAD DE AUDITORIA INTERNA,1162,ESTRATEGICO
DEPTO DE INGENIERIA Y ARQUITECTURA,AUXILIAR DE INGENIERIA,1163,TECNICO
DEPTO DE INGENIERIA Y ARQUITECTURA,SUB-ENCARGADO (A),1164,ESTRATEGICO
"DEPTO. DE SERVICIOS PERSONALES CIVILES, MILITARES",AUXILIAR ADMINISTRATIVO,1165,TECNICO
"DEPTO. DE SERVICIOS PERSONALES CIVILES, MILITARES",ABOGADO I,1166,PROFESIONAL
DESPACHO DEL CONTRALOR,ASISTENTE ADMINISTRATIVO,1167,OPERATIVO
DESPACHO DEL SUB-CONTRALOR,AUXILIAR ADMINISTRATIVO,1168,TECNICO
DIR DE COMUNICACIONES Y REL PUBLICA,ASESOR DE COMUNICACIÏ¿½N,1169,OPERATIVO
DIR DE DESARROLLO NORMATIVO,SUPERVISOR (A) DESARROLLO NORMATIVO,1170,PROFESIONAL
DIR DE DESARROLLO NORMATIVO,ANALISTA IIIDESARROLLO NORMATIVO,1171,PROFESIONAL
DIR DE DESARROLLO NORMATIVO,ANALISTA IIDESARROLLO NORMATIVO,1172,PROFESIONAL
DIR DE DESARROLLO NORMATIVO,ENCARGADO (A)DESARROLLO NORMATIVO,1173,ESTRATEGICO
DIR DE DESARROLLO NORMATIVO,AUDITOR III DESARROLLO NORMATIVO,1174,PROFESIONAL
DIR DE DESARROLLO NORMATIVO,AUDITOR IDESARROLLO NORMATIVO,1175,PROFESIONAL
DIR DE DESARROLLO NORMATIVO,ENCARGADO DE AUDITORIA DESARROLLO NORMATIVO,1176,ESTRATEGICO
DIR DE DESARROLLO NORMATIVO,AUXILIAR ADMINISTRATIVO DESARROLLO NORMATIVO,1177,TECNICO
DIRECCION ADMINISTRATIVAFINANCIERA,ENCARGADA DE COMPRAS,1178,OPERATIVO
DIRECCION ADMINISTRATIVAFINANCIERA,AUXILIAR ADMINISTRATIVO,1179,TECNICO
DIRECCION ADMINISTRATIVAFINANCIERA,AUXILIAR ADMINISTRATIVO (A),1180,TECNICO
DIRECCION ADMINISTRATIVAFINANCIERA,DIRECTORA ADMINISTRATIVA Y FI,1181,ESTRATEGICO
DIRECCION DE ANÏ¿½LISIS FINANCIERO,AUXILIAR ADMINISTRATIVO,1182,TECNICO
DIRECCION DE AUDITORIA ESPECIALES EINVESTIGACION,AUXILIAR ADMINISTRATIVO,1183,TECNICO
DIRECCION DE AUDITORIA ESPECIALES EINVESTIGACION,ENCARGADO (A),1184,ESTRATEGICO
DIRECCION DE AUDITORIA ESPECIALES EINVESTIGACION,ENCARGADO (A)AUDITORIA SISTEMAS DE INFORMACION,1185,ESTRATEGICO
DIRECCION DE AUDITORIA INTERNA,ENCARGADO (A)UNIDAD DE AUDITORIA INTERNA,1186,ESTRATEGICO
DIRECCION DE COMUNICACIONES,ENCARGADO UNIDAD DE PRENSA,1187,ESTRATEGICO
DIRECCION DE COMUNICACIONES,COORDINADOR DE DEPORTES,1188,PROFESIONAL
DIRECCION DE PLANIFICACION Y DESARROLLO,SUPERVISOR (A),1189,PROFESIONAL
DIRECCION DE RECURSOS HUMANOS,ENCARGADO (A)DIVISION REGISTRO COLNTROL Y NOMINA,1190,ESTRATEGICO
DIRECCION DE RECURSOS HUMANOS,ENCARGADA DIV. ORG. DEL TRABAJO Y COMPENSACION,1191,OPERATIVO
DIRECCION DE REVISION Y CONTROL DE CALIDAD,SOPORTE TECNICO,1192,TECNICO
DIRECCION DE TECNOLOGIA DE LA INFORMACION Y COMUNI,ENCARGADO (A),1193,ESTRATEGICO
DIRECCION DE TECNOLOGIA DE LA INFORMACION Y COMUNI,ASISTENTE ADMINISTRATIVO,1194,OPERATIVO
DIRECCION DE TECNOLOGIA DE LA INFORMACION Y COMUNI,ENCARAGDO DE DIVISION Y SISTEMAS,1195,OPERATIVO
DIRECCION DE TECNOLOGIA DE LA INFORMACION Y COMUNI,SOPORTE DE REDES,1196,TECNICO
DIRECCION JURIDICA,ASESOR LEGAL,1197,OPERATIVO
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,AUXILIAR ADMINISTRATIVO,1198,TECNICO
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,ENCARGADO (A)UNIDAD DE AUDITORIA INTERNA,1199,ESTRATEGICO
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,ABOGADO I,1200,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,AUXILIAR DE AUDITORIA,1201,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,ABOGADO,1202,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,AUDITOR LEGAL I,1203,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,ABOGADO(A),1204,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,ABOGADO(A)AUXILIAR,1205,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,ANALISTA FINANCIERO LEGAL,1206,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,SUPERVISOR (A) UNIDAD DE AUDITORIA INTERNA,1207,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,ABOGADO(A) I,1208,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,ABOGADO II,1209,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,ABOGADO(A)II,1210,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,SUPERVISOR (A) LEGAL,1211,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,ENCARGADO UAI,1212,ESTRATEGICO
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,ANALISTA DE OPERACIONES,1213,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,AUDITROR LEGAL,1214,OPERATIVO
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,AUXILIAR ADIMINISTRATIVO,1215,TECNICO
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,ABOGADA,1216,OPERATIVO
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,ENCARGADO(A) UNIDAD DE AUDITORIA INTERNA,1217,ESTRATEGICO
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,DIGITADOR(A),1218,OPERATIVO
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,AUDITOR LEGALI,1219,PROFESIONAL
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,ENCARGADO (A)DE DIVISION,1220,ESTRATEGICO
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,AUXILIAR DE INGENIERIA,1221,TECNICO
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,AUXILIAR ADMNISTRATIVO,1222,TECNICO
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,ENCARGADO (A)DEPARTAMENTO LE,1223,ESTRATEGICO
DIRECCION UNIDADES DE AUDITORIA INTERNA GUBERNAMEN,ABOGADO(A) II,1224,PROFESIONAL
DIVI. DE REVISION Y CONTROL DE SOLICITUDES DE PAGO,PROGRAMADOR(A) SENIOR,1225,OPERATIVO
DIVI. DE REVISION Y CONTROL DE SOLICITUDES DE PAGO,ENCARGADO (A)UNIDAD DE AUDITORIA INTERNA,1226,ESTRATEGICO
DIVI. DE REVISION Y CONTROL DE SOLICITUDES DE PAGO,AUXILIAR ADMINISTRATIVO,1227,TECNICO
DIVISION DE ADMINISTRACION DEL SERVICIO DE TIC,COORDINADOR SOPORTE TECNICO,1228,PROFESIONAL
DIVISION DE ADMINISTRACION DEL SERVICIO DE TIC,ENCARGADO (A)DE DIVDE ADM DEL SERV TIC,1229,ESTRATEGICO
DIVISION DE ADMINISTRACION DEL SERVICIO DE TIC,SOPORTE A USUARIO,1230,TECNICO
DIVISION DE ADMINISTRACION DEL SERVICIO DE TIC,COORDINADORA MESA DE AYUDA,1231,PROFESIONAL
DIVISION DE CAPACITACION Y DESARROLLO,ENCARGADO (A)CAPACITACION Y DESARROLLO,1232,ESTRATEGICO
DIVISION DE CERITIFICACION DE CARGO,AUXILIAR ADMINISTRATIVO,1233,TECNICO
DIVISION DE CERITIFICACION DE CARGO,ENCARGADA CORRESPONDENCIA,1234,OPERATIVO
DIVISION DE COMPRAS Y CONTRATACIONES,ANALISTA DE COMPRAS,1235,PROFESIONAL
DIVISION DE CONTABILIDAD,ENCARGADO (A)ACTIVO FIJO,1236,ESTRATEGICO
DIVISION DE CORRESPONDENCIA Y ARCHIVO,ENCARGADO(A) ARCHIVO,1237,ESTRATEGICO
DIVISION DE CORRESPONDENCIA Y ARCHIVO,ENCARGADO(A) DE CORRESPONDEN,1238,ESTRATEGICO
DIVISION DE CORRESPONDENCIA Y ARCHIVO,ENCARGADO(A) DIVISION ARCHIV,1239,ESTRATEGICO
DIVISION DE CORRESPONDENCIA Y ARCHIVO,AUXILIAR ADMINISTRATIVO,1240,TECNICO
DIVISION DE DESARROLLO E IMPLEMENTACION DE SISTEMA,ANALISTA SISTEMAS INFORMATICO,1241,PROFESIONAL
DIVISION DE DESARROLLO E IMPLEMENTACION DE SISTEMA,ANALISTA DE SISTEMA,1242,PROFESIONAL
DIVISION DE ELABORACIONES DE DOCUMENTOS LEGALES,AUXILIAR ADMINISTRATIVO,1243,TECNICO
DIVISION DE ELABORACIONES DE DOCUMENTOS LEGALES,ENCARGADO (A)DE DIVISION,1244,ESTRATEGICO
DIVISION DE ELABORACIONES DE DOCUMENTOS LEGALES,ABOGADO(A) II,1245,PROFESIONAL
DIVISION DE ELABORACIONES DE DOCUMENTOS LEGALES,ABOGADO(A),1246,PROFESIONAL
DIVISION DE LITIGIOS,ENCARAGDO DE DIV DE LITIGIOS,1247,OPERATIVO
DIVISION DE OPERACIONDES TIC,PROGRAMADOR(A) DE BASE DE DATOS,1248,OPERATIVO
DIVISION DE OPERACIONDES TIC,ADMINISTRADOR DE SERVICIOS,1249,OPERATIVO
DIVISION DE OPERACIONDES TIC,ADMNISTARDOR SEGURIDAD DE LA INFORMACION,1250,OPERATIVO
DIVISION DE OPERACIONDES TIC,ADMINISTRADOR DE BASE DE DATOS,1251,OPERATIVO
DIVISION DE OPERACIONDES TIC,ADMINISTRADOR DE SERVIDORES,1252,OPERATIVO
DIVISION DE ORGANIZACION DEL TRABAJO Y COMPENSACIO,AUXILLIAR MEDICO,1253,PROFESIONAL
"DIVISION DE REGISTRO, CONTROL Y NOMINA",ANALISTA DE NOMINA,1254,PROFESIONAL
ESCUELA NACIONAL DE CONTROL,ASESOR (A) ACADEMICO (A),1255,OPERATIVO
ESCUELA NACIONAL DE CONTROL,SECRETARIA,1256,OPERATIVO
ESCUELA NACIONAL DE CONTROL,ENCARGADO (A)DE SOPORTE TECNICO,1257,ESTRATEGICO
ESCUELA NACIONAL DE CONTROL,AUXILIAR ADMINISTRATIVO,1258,TECNICO
ESCUELA NACIONAL DE CONTROL,COORDINADOR (A)DE CAPACITACI,1259,PROFESIONAL
ESCUELA NACIONAL DE CONTROL,COORDINADORA,1260,PROFESIONAL
ESCUELA NACIONAL DE CONTROL,SUPERVISOR MAYORDOMIA,1261,PROFESIONAL
ESCUELA NACIONAL DE CONTROL,DIRECTOR ACADEMICO INTERINO,1262,ESTRATEGICO
SECCION DE MAYORDOMIA,SUPERVISOR (A) DE MAYORDOMIA,1263,PROFESIONAL
UNIDADADES DE AUDITORIA INTERNA,ABOGADO,1264,PROFESIONAL
DEPTO DE INGENIERIA Y ARQUITECTURA,ENCARGADO (A),1265,ESTRATEGICO
DIRECCION ADMINISTRATIVA FINANCIERA,AUXILIAR ADMINISTRATIVO (A),1266,TECNICO
DIRECCION ADMINISTRATIVA FINANCIERA,ENCARGADA ADMINISTRATIVA,1267,OPERATIVO
DIRECCION ADMINISTRATIVA FINANCIERA,ENCARGADO (A) COMPRAS,1268,ESTRATEGICO
DIRECCION ADMINISTRATIVA FINANCIERA,ANALISTA III,1269,PROFESIONAL
DIRECCION ADMINISTRATIVA FINANCIERA,ANALISTACOMPRAS,1270,PROFESIONAL
DIRECCION ADMINISTRATIVA FINANCIERA,ENCARGADO DE TRANSPORTACION,1271,ESTRATEGICO
DIRECCION ADMINISTRATIVA FINANCIERA,MENSAJERO EXTERNO,1272,OPERATIVO
DIRECCION ADMINISTRATIVA FINANCIERA,AUDITOR II,1273,PROFESIONAL
DIRECCION ADMINISTRATIVA FINANCIERA,DIRECTORA ADMINISTRATIVA Y FIN,1274,ESTRATEGICO
DIRECCION ADMINISTRATIVA FINANCIERA,MENSAJERO INTERNO,1275,OPERATIVO
DIRECCION DE AUDITORIA ESPECIALES EINVESTIGACION,AUXILIAR ADMINISTRATIVO (A),1276,TECNICO
DIRECCION DE PLANIFICACION Y DESARROLLO,ENCARGADO (A),1277,ESTRATEGICO
DIRECCION DE REVISION Y CONTROL DE CALIDAD,ANALISTA I,1278,PROFESIONAL
"DIV. DE FORM, MONITOREO Y EVALUCION DE PLANESY P",ANALISTA I,1279,PROFESIONAL
"DIV. DE FORM, MONITOREO Y EVALUCION DE PLANESY P",ENC. DIV. FORM. EVAL. Y MON. P,1280,OPERATIVO
DIVISION DE CALIDAD EN LA GESTION,AUXILIAR ADMINISTRATIVO (A),1281,TECNICO
DIVISION DE CALIDAD EN LA GESTION,ANALISTA III,1282,PROFESIONAL
DIVISION DE DESARROLLO INSTITUCIONAL,ANALISTA,1283,PROFESIONAL
DIVISION DE DESARROLLO INSTITUCIONAL,ANALISTA I,1284,PROFESIONAL
DIVISION DE DESARROLLO INSTITUCIONAL,ANALISTA III,1285,PROFESIONAL
"DIVISION DE REGISTRO, CONTROL Y NOMINA",ENCARGADO (A),1286,ESTRATEGICO
"DIVISION RECLUTAMIENTO, SELECCION Y EVALUACION DEL",ENC. RECLUT. SELEC.Y EVALUACIO,1287,OPERATIVO
SECCION DE TRANSPORTACION,AUXILIARDE TRANSPORTACION,1288,TECNICO
TESORERIA NACIONAL,AUDITOR I,1289,PROFESIONAL
TESORERIA NACIONAL,ENCARGADA UAI,1290,OPERATIVO
UAI- INSTITUTO AGRARIO DOMINICANO,SECRETARIA,1291,OPERATIVO
UAI- INSTITUTO AGRARIO DOMINICANO,ENC. AUDITORIA INTERNA,1292,PROFESIONAL
UAI- INSTITUTO AGRARIO DOMINICANO,AUDITOR II,1293,PROFESIONAL
UAI- INSTITUTO AGRARIO DOMINICANO,AUDITOR I,1294,PROFESIONAL
UAI- INSTITUTO AGRARIO DOMINICANO,ENCARGADO DE UNIDAD,1295,ESTRATEGICO
UAI - ACUARIO NACIONAL,ENCARGADO DE UNIDAD,1296,ESTRATEGICO
UAI - ACUARIO NACIONAL,AUDITOR I,1297,PROFESIONAL
UAI - ADMIN DE ESTANCIAS INFANTILES SALUD SEGURA,ENCARGADO DE UNIDAD,1298,ESTRATEGICO
UAI - ADMIN DE ESTANCIAS INFANTILES SALUD SEGURA,AUDITOR I,1299,PROFESIONAL
UAI - ADMIN DE RIESGOS LABORALES,AUDITOR I,1300,PROFESIONAL
UAI - ADMIN DE RIESGOS LABORALES,AUXILIAR AUDITORIA,1301,PROFESIONAL
UAI - ADMIN DE RIESGOS LABORALES,AUDITOR III,1302,PROFESIONAL
UAI - ADMIN DE RIESGOS LABORALES,ENC. AUDITORIA INTERNA,1303,PROFESIONAL
UAI - ADMIN DE RIESGOS LABORALES,AUXILIAR ADMINISTRATIVO (A),1304,TECNICO
UAI - ADMIN DE SUBSIDIOS SOCIALES,ENCARGADA UNIDAD DE AUDITORIA,1305,PROFESIONAL
UAI - ADMIN DE SUBSIDIOS SOCIALES,AUXILIAR ADMINISTRATIVO (A),1306,TECNICO
UAI - ADMIN DE SUBSIDIOS SOCIALES,AUDITOR II,1307,PROFESIONAL
UAI - ARCHIVO GENERAL DE LA NACION,AUXILIAR ADMINISTRATIVO (A),1308,TECNICO
UAI - ARCHIVO GENERAL DE LA NACION,ENCARGADO DE UNIDAD,1309,ESTRATEGICO
UAI - ARCHIVO GENERAL DE LA NACION,AUDITOR II,1310,PROFESIONAL
UAI - AUTORIDAD PORTUARIA DOMINICANA,AUDITOR III,1311,PROFESIONAL
UAI - AUTORIDAD PORTUARIA DOMINICANA,ENCARGADA UNIDAD DE AUDITORIA,1312,PROFESIONAL
UAI - BIBLIOTECA NACIONAL PEDRO HENRIQUEZ UREÏ¿½A,ENCARGADO UNIDAD DE AUDITORIA,1313,ESTRATEGICO
UAI - CAJA DE AHORROS PARA OBREROS MONTE Y PIEDAD,AUDITOR I,1314,PROFESIONAL
UAI - CAJA DE AHORROS PARA OBREROS MONTE Y PIEDAD,ENCARGADO DE UNIDAD,1315,ESTRATEGICO
UAI - CAJA DE AHORROS PARA OBREROS MONTE Y PIEDAD,ENCARGADO (A),1316,ESTRATEGICO
UAI - CENTRO DE DESARR Y COMPETITIVIDAD INDUSTRIAL,AUXILIAR ADMINISTRATIVO (A),1317,TECNICO
UAI - CENTRO DE DESARR Y COMPETITIVIDAD INDUSTRIAL,AUDITOR II,1318,PROFESIONAL
UAI - CENTRO DE DESARROLLO AGROPECUARIO Y FORESTA,ENCARGADA UNIDAD DE AUDITORIA,1319,PROFESIONAL
UAI - CENTRO DE EXPORT E INVERSIONES DE LA REP DOM,ENC. AUDITORIA INTERNA,1320,PROFESIONAL
UAI - CENTRO DE EXPORT E INVERSIONES DE LA REP DOM,AUDITOR I,1321,PROFESIONAL
UAI - CENTRO DE REHABILITACION PSICOSOCIAL,ENCARGADO DE UNIDAD,1322,ESTRATEGICO
UAI - CENTRO EDUCATIVO MONSEÏ¿½OR JUAN FELIX PEPEN,AUDITOR II,1323,PROFESIONAL
UAI - CENTRO EDUCATIVO MONSEÏ¿½OR JUAN FELIX PEPEN,AUXILIAR ADMINISTRATIVO (A),1324,TECNICO
UAI - CENTRO EDUCATIVO MONSEÏ¿½OR JUAN FELIX PEPEN,ENC. AUDITORIA INTERNA,1325,PROFESIONAL
UAI - COMEDORES ECONOMICOS DEL ESTADO,AUDITOR II,1326,PROFESIONAL
UAI - COMEDORES ECONOMICOS DEL ESTADO,AUXILIAR ADMINISTRATIVO (A),1327,TECNICO
UAI - COMEDORES ECONOMICOS DEL ESTADO,SECRETARIO (A),1328,OPERATIVO
UAI - COMEDORES ECONOMICOS DEL ESTADO,AUDITOR I,1329,PROFESIONAL
UAI - COMEDORES ECONOMICOS DEL ESTADO,ENCARGADO DE UNIDAD,1330,ESTRATEGICO
UAI - COMI NAC CONTRA EL LAVADO DE ACTIVOS,ENCARGADO UNIDAD DE AUDITORIA,1331,ESTRATEGICO
UAI - COMIS INTERN ASESORA CIENCIA Y TECNOLOGIA,ENCARGADO DE UNIDAD,1332,ESTRATEGICO
UAI - COMIS PRESI DE DESARROLLO PROVINCIAL,AUDITOR I,1333,PROFESIONAL
UAI - COMIS PRESI DE DESARROLLO PROVINCIAL,ENC. AUDITORIA INTERNA,1334,PROFESIONAL
